Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Vibration_RMS_mm_s,Running_Hours,Status,Label,Reason
55.09,90.01,3.15,0.1,0.84,1624.9,Normal,0,None
26.02,62.72,3.01,0.165,3.67,2898,Warning,1,Service interval warning (2000-3000 hrs)
68.75,60.21,2.87,0.073,3.1,1496.4,Warning,1,Motor current in warning range (60-70A)
35.9,80.23,2.95,0.205,3.75,2455.2,Warning,1,Service interval warning (2000-3000 hrs)
41.64,63.75,2.84,0.019,3.13,289.8,Normal,0,None
41.69,89.46,3.18,0.066,3.52,87.1,Normal,0,None
58.92,87.88,2.82,0.168,1.73,842.4,Normal,0,None
60,71.77,2.82,0.08,2.5,1645.3,Normal,0,None
51,98.37,2.51,0.593,2.87,2813.8,Critical,2,Filter choked (ΔP >0.5 bar)
58.28,85.82,1.89,0.456,1.69,1845.9,Critical,2,Line pressure critically low (<2.4 bar)
46.8,62.78,3.49,0.083,0.03,1055.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
39.91,85.76,3.52,0.5,9.19,222.6,Critical,2,Vibration critical (>7 mm/s)
66.1,87.74,3.13,0.111,0.7,431.5,Warning,1,Motor current in warning range (60-70A)
54.99,96.8,3.2,0.359,4.62,2373.2,Warning,1,Multiple parameters in warning range
61.97,86.28,3.48,0.232,4.52,2245.7,Warning,1,Multiple parameters in warning range
43.49,72.47,2.92,0.158,3.59,1765.6,Normal,0,None
49.05,63.59,2.8,0.151,3.59,2468.2,Warning,1,Service interval warning (2000-3000 hrs)
47.53,82.42,2.6,0.037,1.54,279.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
32.27,61.11,3.04,0.235,2.26,2547.4,Warning,1,Service interval warning (2000-3000 hrs)
37.53,61.53,2.91,0.005,3.47,755.9,Normal,0,None
30.89,78.97,2.81,0.042,1.58,1430.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
44.11,86.78,3.41,0.112,2.62,559.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
4.5,90.88,2.72,0.259,2.35,680.3,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
42.99,83.91,2.84,0.239,3.63,2189.5,Warning,1,Service interval warning (2000-3000 hrs)
36.25,65.94,2.84,0.267,2.34,1155.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
43.75,66.45,2.96,0.151,3.99,2602.5,Warning,1,Service interval warning (2000-3000 hrs)
31.84,69.99,3.59,0.029,0.83,1202.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
48.22,76.87,3.24,0.018,1.9,722.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
39.77,85.94,3.17,0.512,6.82,3079.5,Critical,2,Service critical (>3000 hrs) - Service required
50.95,87.73,3.21,0.168,1.82,48,Warning,1,Line pressure high warning (3.2-3.6 bar)
34.9,81.22,3.09,0.401,3.25,937.4,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
47.59,65.06,3.09,0.341,1.63,1089.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
62.25,61.04,2.87,0.054,1.7,456.8,Warning,1,Motor current in warning range (60-70A)
44.76,77.05,2.82,0.182,2.71,1592.4,Normal,0,None
57.44,79.36,3.21,0.154,0.08,1191.8,Normal,0,None
44.72,82.63,3.09,0.347,2.85,1776.4,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
30.89,67.64,2.96,0.185,3.93,1285.8,Normal,0,None
32.42,69.16,3.7,0.154,0.22,902.4,Critical,2,Line pressure critically high (>3.6 bar)
69.54,79.7,1.95,0.319,3.86,2110.1,Critical,2,Air leak/Airend wear (High current + Low pressure)
74.53,69.94,3.28,0,6.26,311,Critical,2,Motor current critical (>70A)
44.49,90.02,2.41,0.065,3.24,228.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
55.49,61.12,3.1,0,0.55,972.9,Normal,0,None
63.68,83.83,3.04,0.041,3.29,1482.3,Warning,1,Motor current in warning range (60-70A)
30.75,89.85,2.96,0.07,3.85,574.6,Normal,0,None
60.82,63.69,2.81,0.098,0.74,1795.6,Warning,1,Motor current in warning range (60-70A)
55.16,85.68,3,0.031,0,527.9,Normal,0,None
49.57,71.12,3.28,0.057,0.44,202.7,Warning,1,Line pressure high warning (3.2-3.6 bar)
52.72,69.53,3.02,0.057,5.95,113.4,Warning,1,Vibration in warning range (4-7 mm/s)
53.73,109.01,2.95,0.483,0.06,2.5,Critical,2,Oil temperature critical (>105°C)
58.01,90.08,3.37,0.273,4.22,1617,Warning,1,Multiple parameters in warning range
55.61,85.77,2.99,0.022,2.69,1533.1,Normal,0,None
41.42,83.44,3.58,0.126,1.26,1904.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
44.37,65.71,2.93,0.088,6.43,1431.8,Warning,1,Vibration in warning range (4-7 mm/s)
49.89,74.43,3.13,0.182,5.76,1065.3,Warning,1,Vibration in warning range (4-7 mm/s)
46.09,62.46,2.85,0.27,3.52,2286.5,Warning,1,Service interval warning (2000-3000 hrs)
53.87,85.23,3.04,0.181,1.24,1673.2,Normal,0,None
27.24,73.46,3.18,0.027,6.73,1620.6,Warning,1,Vibration in warning range (4-7 mm/s)
25.7,65.11,2.58,0.166,1.59,1717.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
73.73,72.39,2.72,0.374,0.58,1877.7,Critical,2,Motor current critical (>70A)
32.09,87.01,2.49,0.127,3.1,1830.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
54.31,71.48,3.02,0.13,2.92,71.7,Normal,0,None
53.14,87.04,3.18,0.057,3.37,366.6,Normal,0,None
47.68,84.29,3.17,0.087,4.13,1752.1,Warning,1,Vibration in warning range (4-7 mm/s)
65.48,66.85,2.9,0.078,1.27,152.5,Warning,1,Motor current in warning range (60-70A)
53.89,81.5,2.93,0.058,2.35,1899.9,Normal,0,None
62.14,79.63,2.98,0.203,1.17,526.4,Warning,1,Motor current in warning range (60-70A)
69.57,86.66,3.18,0.166,0.79,1622.5,Warning,1,Motor current in warning range (60-70A)
44.56,68.46,3.17,0.179,0.58,1057.8,Normal,0,None
34.31,73.07,3.61,0.026,4.09,2633.3,Critical,2,Line pressure critically high (>3.6 bar)
46.36,90.14,2.93,0.303,3.65,2095,Warning,1,Service interval warning (2000-3000 hrs)
45.36,65.03,3.07,0.054,1.67,1343.4,Normal,0,None
37.4,94.89,3.14,0.187,2.76,725.7,Warning,1,Oil temperature in warning range (90-105°C)
54.08,109.58,3.27,0.395,4.37,1764.5,Critical,2,Oil temperature critical (>105°C)
53.41,77.03,2.87,0.105,2.11,2434.9,Warning,1,Service interval warning (2000-3000 hrs)
65.9,94.15,2.13,0.039,0.27,2208.7,Critical,2,Air leak/Airend wear (High current + Low pressure)
55.03,81.46,3.15,0.023,2.31,1414.9,Normal,0,None
26.09,62.11,2.93,0.156,2.41,1571.8,Normal,0,None
54.77,77.62,3.03,0.174,0.97,1753.9,Normal,0,None
46.91,101.94,2.84,0.208,2.88,1353.2,Warning,1,Oil temperature in warning range (90-105°C)
60.19,61.4,3.16,0.096,1.38,116.2,Normal,0,None
60.36,85.43,2.61,0.254,5.82,2430,Warning,1,Multiple parameters in warning range
8.23,85.77,2.11,0.169,1.54,2340.2,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
69.21,80.12,2.83,0.38,8.83,1211.8,Critical,2,Bearing/Alignment issue (High current + High vibration)
31.06,86.67,2.99,0.129,2.21,1198.7,Normal,0,None
58.64,80.73,2.89,0.092,0.09,358.1,Normal,0,None
35.24,105.08,3.19,0.253,0.29,1347.8,Warning,1,Oil temperature in warning range (90-105°C)
25.22,81.4,2.9,0.036,1.34,740.1,Normal,0,None
62.23,74.73,3.13,0.068,0.93,1580.4,Warning,1,Motor current in warning range (60-70A)
40.55,85.27,3.08,0.03,0.96,1544.4,Normal,0,None
54.69,77.24,2.97,0.154,0.3,1465.9,Normal,0,None
29.85,93.61,2.75,0.733,0.48,787.2,Critical,2,Filter choked (ΔP >0.5 bar)
0.22,75.92,2.72,0.084,1.55,585.3,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
47.01,76.24,2.81,0.106,6.07,734,Warning,1,Vibration in warning range (4-7 mm/s)
26.33,89.24,3.18,0.136,3.93,1986.2,Normal,0,None
48.28,108.47,3.29,0.622,5.85,2521.3,Critical,2,Filter choking (High temperature + High ΔP)
55.4,88.05,3.19,0.112,6.6,1238,Warning,1,Vibration in warning range (4-7 mm/s)
46.76,82.28,3.14,0.246,0.93,720.6,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
28.07,63.63,2.95,0.248,3.16,2914.3,Warning,1,Service interval warning (2000-3000 hrs)
31.52,61.58,3.55,0.013,3.52,1246.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
73.76,91.37,2.51,0.207,4.41,538.4,Critical,2,Motor current critical (>70A)
55.58,64.18,3.18,0.467,1.71,754.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
60.65,77.41,2.32,0.332,1.01,2573.5,Critical,2,Line pressure critically low (<2.4 bar)
68.56,104.47,2.63,0.384,4.02,1549.6,Warning,1,Multiple parameters in warning range
47.37,68.73,3.13,0.109,2.42,2731.4,Warning,1,Service interval warning (2000-3000 hrs)
58.93,86.38,2.96,0.06,2.54,277.6,Normal,0,None
53.96,61.16,3.09,0.191,2.91,1657.3,Normal,0,None
57.3,76.64,2.83,0.099,5.33,710.4,Warning,1,Vibration in warning range (4-7 mm/s)
51.8,86.65,3.07,0.248,4.22,2707,Warning,1,Service interval warning (2000-3000 hrs)
40.3,100.95,3.16,0.26,2.55,1395.5,Warning,1,Oil temperature in warning range (90-105°C)
53.9,76.93,3.03,0.156,1.38,555.1,Normal,0,None
25.74,86.91,2.99,0.087,0.89,334.5,Normal,0,None
55.4,63.02,2.95,0.207,0.28,1697.1,Normal,0,None
26.35,74.99,2.97,0.112,2.2,2589.2,Warning,1,Service interval warning (2000-3000 hrs)
29.73,84.43,3.2,0.015,3.76,19.5,Normal,0,None
65.14,61.96,2.9,0.059,0.21,899.8,Warning,1,Motor current in warning range (60-70A)
42.94,93.39,2.79,0.283,3.91,26.2,Warning,1,Oil temperature in warning range (90-105°C)
32.2,61.65,2.99,0.204,0.13,1522.3,Normal,0,None
48.76,69.55,3.56,0.04,0.27,162.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
30.56,75.5,3.07,0.084,3.88,121.4,Normal,0,None
51.23,83.14,2.83,0.046,1.9,797.4,Normal,0,None
60.2,67.92,2.87,0.1,3.95,1347.9,Normal,0,None
45.71,74.01,3.13,0.073,0.99,1646.8,Normal,0,None
26.96,72.67,3.01,0.178,1.95,1772.2,Normal,0,None
44.61,88.52,3.11,0.164,3.9,1410,Warning,1,Vibration in warning range (4-7 mm/s)
59.04,61.01,3.19,0.16,2.74,1350.3,Normal,0,None
29.66,63.06,2.85,0.467,3.03,198.9,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
47.01,73.71,2.74,0.085,2.19,1096,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.53,83.53,2.93,0.145,3.43,2371.2,Warning,1,Service interval warning (2000-3000 hrs)
55.68,109.09,2.46,0.288,3.53,2087.4,Critical,2,Oil temperature critical (>105°C)
46.98,81.2,2.87,0.009,0,215.2,Normal,0,None
42.85,78.58,3.15,0.188,6.32,1084.9,Warning,1,Vibration in warning range (4-7 mm/s)
36.55,75.63,3.01,0.053,3.28,175.5,Normal,0,None
33.44,65.18,3.22,0.151,1.18,204.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.71,61.35,2.8,0.134,0.7,1942.5,Normal,0,None
49.15,87.4,2.97,0.097,3.12,347.5,Normal,0,None
49.7,103.74,2.9,0.68,3.94,966.5,Critical,2,Filter choking (High temperature + High ΔP)
29,75.19,3.02,0.034,1.32,362.4,Normal,0,None
49.89,65,3.22,0.232,1.05,339.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
63.09,89.54,3,0.401,6.26,4996.5,Critical,2,Service critical (>3000 hrs) - Service required
55.91,70.64,2.79,0.044,2.66,1150.9,Normal,0,None
45.43,86.28,2.86,0.064,2.57,319.8,Normal,0,None
54.48,90.54,3.14,0.172,1.1,619.8,Warning,1,Oil temperature in warning range (90-105°C)
55.07,79.13,2.97,0.196,5.81,1231.8,Warning,1,Vibration in warning range (4-7 mm/s)
36.92,64.24,3.19,0.185,1.43,1091.3,Normal,0,None
48.9,73.32,3.59,0.194,0.81,1018.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
32.91,79.2,3.05,0.168,1.25,655,Normal,0,None
33.34,76.26,3.04,0.171,5.53,1742.1,Warning,1,Vibration in warning range (4-7 mm/s)
42.57,72.1,3.23,0.081,0.74,622.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.55,83.07,3.21,0.221,1.57,1888.6,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
50.38,89.18,3.15,0.033,1.51,1528.2,Normal,0,None
38.15,101.38,2.97,0.179,2.09,1244.4,Warning,1,Oil temperature in warning range (90-105°C)
29.25,77.95,3.27,0.152,1.11,1493.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
29.26,104.24,2.8,0.203,1.17,1166,Warning,1,Oil temperature in warning range (90-105°C)
43.57,70.17,2.47,0.027,2.81,535.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
39.29,75.71,2.89,0.237,4.2,2774.7,Warning,1,Service interval warning (2000-3000 hrs)
42.86,67.25,3.16,0.5,0.56,1994.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
46.74,68.54,2.83,0.134,5.58,801.4,Warning,1,Vibration in warning range (4-7 mm/s)
44.01,85.4,2.94,0.104,3.24,135.9,Normal,0,None
33.26,79.53,3.21,0.19,1.14,411.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
61.86,82.53,3.16,0.028,2.87,711.1,Warning,1,Motor current in warning range (60-70A)
57.7,73.28,2.92,0.304,2.37,1541.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
37.23,80.01,2.92,0.047,2.39,1534.4,Normal,0,None
68.2,82.29,2.98,0,2.33,1370.6,Warning,1,Motor current in warning range (60-70A)
35.84,76.62,3.31,0.175,0.7,1023.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
70.44,109.95,3.31,0.361,3.99,2373.1,Critical,2,Oil temperature critical (>105°C)
60.01,63.37,3.19,0.109,6.44,499.3,Warning,1,Vibration in warning range (4-7 mm/s)
29.85,92.85,3.2,0.234,1.68,717.7,Warning,1,Oil temperature in warning range (90-105°C)
42.28,71.7,2.86,0.21,0.06,662.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
46.03,83.46,2.97,0.181,3.29,675.4,Normal,0,None
41.66,82.88,2.44,0.169,1.85,1384.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
26.28,70.7,2.91,0.051,1.74,156.6,Normal,0,None
29.54,90.39,2.9,0.084,0.69,164.3,Normal,0,None
45.47,82.7,2.97,0.009,3.65,1175,Normal,0,None
30.42,68.53,3.17,0.153,5.93,77.4,Warning,1,Vibration in warning range (4-7 mm/s)
64.55,84.67,2.79,0.35,3.63,1883.9,Warning,1,Multiple parameters in warning range
67.55,104.01,2.82,0.318,4.53,1673.3,Warning,1,Multiple parameters in warning range
68.19,102.93,2.74,0.304,4.09,1864.8,Warning,1,Multiple parameters in warning range
26.79,78.73,3.17,0.204,2.97,574.2,Normal,0,None
34.46,83.97,3.43,0.137,0.5,1760.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.81,79.25,2.93,0.116,1.84,397.6,Normal,0,None
66.07,68.58,3.04,0.046,1.03,956.6,Warning,1,Motor current in warning range (60-70A)
56.4,76.89,2.81,0.179,2.86,2444.5,Warning,1,Service interval warning (2000-3000 hrs)
52.72,70.18,2.95,0,3.86,1824.9,Normal,0,None
55.99,74.05,2.86,0.366,1.88,559.4,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
66.07,88.74,3.2,0.389,5.62,3996.4,Critical,2,Service critical (>3000 hrs) - Service required
57.53,88.15,2.57,0.232,4.11,1619,Warning,1,Multiple parameters in warning range
41.32,102.19,3.39,0.539,7.04,2697.3,Critical,2,Filter choking (High temperature + High ΔP)
26.68,74.58,2.99,0.266,3.16,2898.3,Warning,1,Service interval warning (2000-3000 hrs)
39.1,102.73,2.98,0.289,0,1455.4,Warning,1,Oil temperature in warning range (90-105°C)
54.26,99.83,2.63,0.719,1,245.3,Critical,2,Filter choked (ΔP >0.5 bar)
48.84,76.93,3.05,0.018,3.43,114.3,Normal,0,None
67.61,86.29,3.17,0,0.19,618.3,Warning,1,Motor current in warning range (60-70A)
25.92,90.15,3.23,0.067,2.13,202.4,Normal,0,None
58.36,101.83,3.41,0.497,0.04,44.7,Critical,2,Filter choking (High temperature + High ΔP)
41.29,90.37,2.43,0.186,1.55,455.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
50.62,66.75,2.72,0.052,1.87,1362.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
62.23,88.3,3.03,0.28,3.67,2308.4,Warning,1,Multiple parameters in warning range
32.45,60.63,3.08,0.437,0.43,1076.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
55.72,62.33,3.35,0.115,3.07,233.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.07,89.41,2.86,0.217,0.08,1799.8,Warning,1,Oil temperature in warning range (90-105°C)
32.75,78.18,3.13,0.261,9.51,1889.1,Critical,2,Vibration critical (>7 mm/s)
6.05,66.35,2.88,0.115,3.98,1451.5,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
36.19,79.7,3.15,0.177,3.48,1350.5,Normal,0,None
71.53,62.49,3.15,0.163,8.22,1054.3,Critical,2,Bearing/Alignment issue (High current + High vibration)
38.94,89.45,3.1,0.185,3.33,2009,Warning,1,Service interval warning (2000-3000 hrs)
56.55,83.06,2.78,0.02,2.19,1871.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.66,62.94,3.04,0.054,3.45,1314.1,Normal,0,None
58.54,91.2,3.12,0.276,2.7,40.9,Warning,1,Oil temperature in warning range (90-105°C)
43.95,86.6,3.01,0.124,4.55,2780.1,Warning,1,Service interval warning (2000-3000 hrs)
29.67,101.47,2.86,0.163,0.18,1737.1,Warning,1,Oil temperature in warning range (90-105°C)
25.02,97.52,3.05,0.185,3.86,1593,Warning,1,Oil temperature in warning range (90-105°C)
46.48,83.94,3.36,0.086,2.1,1613.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
54.07,81.8,3.11,0.081,3.53,938.2,Normal,0,None
56.27,65.1,2.55,0.064,3.24,255.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
34.25,77.12,2.87,0.242,4.38,2062.4,Warning,1,Service interval warning (2000-3000 hrs)
73.74,96.39,3.37,0.346,0.68,1616.2,Critical,2,Motor current critical (>70A)
26.7,86.16,3,0.206,0.71,488.2,Normal,0,None
31.31,84.69,2.9,0.156,2.38,252.6,Normal,0,None
69.37,94.49,3.44,0.139,8.73,2419.2,Critical,2,Bearing/Alignment issue (High current + High vibration)
72.22,89.85,2.75,0.442,8.07,2065.6,Critical,2,Bearing/Alignment issue (High current + High vibration)
30.13,62.1,2.9,0.019,4.94,1,Warning,1,Vibration in warning range (4-7 mm/s)
26.78,101.23,2.85,0.282,0.56,1862.1,Warning,1,Oil temperature in warning range (90-105°C)
58.26,101.36,2.98,0.18,3.18,2200.9,Warning,1,Multiple parameters in warning range
68.9,83.01,2.92,0.157,2.65,91.5,Warning,1,Motor current in warning range (60-70A)
40.66,72.4,3.05,0.116,2.77,1887.2,Normal,0,None
40.26,88.01,3.15,0.474,3.41,1414.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
68.33,89.3,3.09,0.011,3.9,1714,Warning,1,Motor current in warning range (60-70A)
75.06,98.56,3.31,0.173,6.24,2221.2,Critical,2,Motor current critical (>70A)
45.84,67.46,2.82,0.274,3.45,715.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
29.57,84.2,2.98,0.05,4.14,169.1,Normal,0,None
54.22,65.46,3.21,0.179,1.42,728.7,Normal,0,None
62.26,81.9,2.95,0.024,2.77,1030.4,Warning,1,Motor current in warning range (60-70A)
59.29,68.2,3.18,0.138,4.87,163.6,Warning,1,Vibration in warning range (4-7 mm/s)
28.68,62.26,2.98,0.114,2.72,1934.4,Normal,0,None
45.31,63.51,3.46,0.159,0.65,1914.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
71.88,82.72,3.05,0.19,2.72,1927.6,Critical,2,Motor current critical (>70A)
27.26,62.81,2.81,0.442,3.48,922.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
74.4,86.78,3.1,0.29,7.67,113,Critical,2,Bearing/Alignment issue (High current + High vibration)
59.29,86.25,3,0.313,3.86,1898.6,Warning,1,Multiple parameters in warning range
32.35,84.65,2.76,0.111,1.56,1620.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
32.71,85.62,3.09,0.048,3.47,711.3,Normal,0,None
57.99,92.44,2.96,0.288,1.27,467.2,Warning,1,Oil temperature in warning range (90-105°C)
45.77,61.25,3.19,0.168,4.25,1037.1,Warning,1,Vibration in warning range (4-7 mm/s)
40.86,75.17,2.54,0.035,1.42,279.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
58.94,69.66,2.87,0.314,0,89.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
26.81,72.79,2.87,0.182,3.96,405.3,Normal,0,None
53.91,61.73,3.03,0.162,3.56,610.7,Normal,0,None
31.65,67.95,2.81,0.06,0.25,1480.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
55.45,69.78,2.85,0.1,4.97,1321.8,Warning,1,Vibration in warning range (4-7 mm/s)
60.99,79.34,3.21,0.644,2.02,1932.1,Critical,2,Filter choked (ΔP >0.5 bar)
41.76,64.58,2.62,0.114,1.3,1960.9,Warning,1,Line pressure low warning (2.4-2.8 bar)
41.78,102.6,3,0.161,1.72,1552.2,Warning,1,Oil temperature in warning range (90-105°C)
61.14,101.92,3.05,0.377,4.55,2429.8,Warning,1,Multiple parameters in warning range
37.15,81.38,2.6,0.173,2.05,97.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
37.02,91.29,3.14,0.267,0.06,163.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
60.88,100.2,3.42,0.25,5.75,2301.8,Warning,1,Multiple parameters in warning range
34.87,84.5,3.11,0.192,1.78,1668.1,Normal,0,None
56.14,65.82,2.82,0.259,3.17,2117.8,Warning,1,Service interval warning (2000-3000 hrs)
36.42,77.56,2.57,0.108,2.28,35.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
58.25,76.76,3.51,0.094,0.21,1538.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
48.82,94.24,2.05,0.452,2.36,2541.4,Critical,2,Line pressure critically low (<2.4 bar)
27.96,90.01,2.65,0.401,8.19,2138.1,Critical,2,Vibration critical (>7 mm/s)
74.66,76.59,3.48,0.323,9.15,830.9,Critical,2,Bearing/Alignment issue (High current + High vibration)
40.13,69.27,3.17,0.162,1.73,1790.6,Normal,0,None
44.44,81.67,3.15,0.038,3.72,570.6,Normal,0,None
31.79,80.89,3.37,0.138,3.3,1502.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
46.13,62.62,2.95,0.027,2.8,1997.6,Normal,0,None
7.81,65.81,2.14,0.252,1.75,1676,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
65.98,91.25,2.85,0.394,9.05,302.1,Critical,2,Bearing/Alignment issue (High current + High vibration)
30.71,85.68,2.85,0.011,1.09,536.8,Normal,0,None
51.41,72.16,2.82,0.008,3.44,1674,Normal,0,None
36.27,83.88,2.96,0.238,3.22,2113.4,Warning,1,Service interval warning (2000-3000 hrs)
60.25,83.54,2.7,0.606,6.52,2656.1,Critical,2,Filter choked (ΔP >0.5 bar)
44.41,65.98,2.83,0.208,3.38,391.4,Normal,0,None
28.69,65.57,2.82,0.182,2.53,399.7,Normal,0,None
27.4,83.87,2.65,0.112,3.19,514.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
55.03,87.98,3.16,0.181,2.3,1596.6,Normal,0,None
34.28,77.77,3.02,0.04,3.41,1454.4,Normal,0,None
37.47,88.12,2.84,0.092,1.22,1500.5,Normal,0,None
55.91,84.42,2.88,0.072,3.97,1440.7,Normal,0,None
45.39,81.14,3.19,0.052,1.91,1973.4,Normal,0,None
67.2,63.68,2.98,0.075,3.49,1492,Warning,1,Motor current in warning range (60-70A)
54.02,108.71,3,0.396,2.43,1610.1,Critical,2,Oil temperature critical (>105°C)
47.38,67.99,3.13,0.092,6.52,1413.7,Warning,1,Vibration in warning range (4-7 mm/s)
57.96,81.13,2.57,0.188,3.07,661.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
59.22,78.96,3.17,0.06,4.7,1956.6,Warning,1,Vibration in warning range (4-7 mm/s)
50.11,63.64,2.89,0.122,4.05,2339,Warning,1,Service interval warning (2000-3000 hrs)
34.53,87.17,2.83,0.136,3.15,1948.4,Normal,0,None
26.56,70.26,2.89,0.055,3.89,413.1,Normal,0,None
2.02,85.43,2.34,0.304,2.5,575.9,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
32.1,81.8,3.15,0.14,1.51,1863.9,Normal,0,None
51.87,84.98,2.43,0,0.01,21.9,Warning,1,Line pressure low warning (2.4-2.8 bar)
49.16,69.25,3.16,0.168,3.56,567.9,Normal,0,None
39.05,73.16,2.72,0.134,3.33,1553.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
35.44,67.43,3.78,0.301,6.95,158.1,Critical,2,Line pressure critically high (>3.6 bar)
66.5,76.26,3.09,0.105,1.19,673,Warning,1,Motor current in warning range (60-70A)
67.75,89.14,2.98,0.316,3.8,2097.7,Warning,1,Multiple parameters in warning range
42.9,76.01,2.93,0.133,0.89,1112.3,Normal,0,None
45.66,63.92,2.02,0.32,6.83,2975.4,Critical,2,Line pressure critically low (<2.4 bar)
33.92,102.11,3.01,0.265,0,1350.8,Warning,1,Oil temperature in warning range (90-105°C)
2.15,83.81,2.43,0.197,2.19,1121.1,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
31.37,63.72,2.48,0.095,0.1,1782.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
75.64,83.56,2.81,0.375,5.58,1501.9,Critical,2,Motor current critical (>70A)
38.6,85.04,2.92,0.215,4.44,2447.3,Warning,1,Service interval warning (2000-3000 hrs)
42.16,87.55,2.84,0.176,3.77,15.7,Normal,0,None
40.91,84.99,2.49,0.042,0.57,1258.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
56.59,80.84,2.85,0.113,2.75,2060.2,Warning,1,Service interval warning (2000-3000 hrs)
35.29,89.57,2.88,0.084,6.23,1345.6,Warning,1,Vibration in warning range (4-7 mm/s)
36.5,73.09,2.9,0.107,1.61,1108.8,Normal,0,None
32.89,87.13,2.83,0.203,3.58,2887,Warning,1,Service interval warning (2000-3000 hrs)
50.58,67.62,3.46,0.037,3.49,598.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
30.79,73.95,3.04,0,2.93,1988.2,Normal,0,None
46.63,92.43,3.07,0.169,3.85,640.2,Warning,1,Oil temperature in warning range (90-105°C)
41.49,89.95,3.2,0.237,3.25,275.9,Warning,1,Oil temperature in warning range (90-105°C)
71.05,94.18,3.44,0.392,7.15,1760.4,Critical,2,Bearing/Alignment issue (High current + High vibration)
45.96,71.98,3.07,0.004,3.91,1360.8,Normal,0,None
36.3,71.29,2.98,0.137,5.35,897.2,Warning,1,Vibration in warning range (4-7 mm/s)
31.46,87.19,3.15,0.169,2.2,511.6,Normal,0,None
